paper_id,version_id,title,abstract,published,updated,authors,categories,source_url,metadata_url,metadata_source,collected_at,period
2505.15622,2505.15622,Benchmarking Energy and Latency in TinyML: A Novel Method for Resource-Constrained AI,"The rise of IoT has increased the need for on-edge machine learning, with tinyML emerging as a promising solution for resource-constrained devices such as Microcontroller Units (MCUs). However, benchmarking their energy efficiency, latency, and computational capabilities remains challenging due to diverse architectures and application scenarios. Current solutions, such as MLCommons’ “TinyML Perf: Inference” method, have limitations, including the need for separate setups for latency, accuracy, and energy measurements, as well as reliance on energy monitors that power the device, reducing flexibility. Moreover, the absence of a clear distinction between inference and ancillary operations can compromise the accuracy of performance estimations. This work introduces an alternative benchmarking methodology that integrates energy and latency measurements while distinguishing three execution phases—pre-inference, inference, and post-inference—to enable precise profiling. A dual-trigger approach is used to separate these phases, ensuring accurate and repeatable measurements. Additionally, the setup ensures that the device operates without being powered by an external measurement unit, while automated testing can be leveraged to enhance statistical significance. To evaluate our setup, we tested the STM32N6 MCU, which includes a Neural Processing Unit (NPU) for executing convolutional neural networks. Two configurations were considered: one running at maximum performance with the highest clock frequencies and core voltage, and another with reduced settings. The variation of the Energy Delay Product (EDP) was analyzed separately for each phase, providing insights into the impact of hardware configurations on energy efficiency. Each MLPerf model was tested 1000 times to ensure statistically relevant results. Our findings demonstrate that reducing the core voltage and clock frequency improves the efficiency of pre- and post-processing without significantly affecting network execution performance. This approach can also be used for cross-platform comparisons to determine the most efficient inference platform and to quantify how pre- and post-processing overhead varies across different hardware implementations.",2025-06-30,2026-08-26T07:47:46.906454,Pietro Bartoli; Christian Veronesi; Andrea Giudici; D. Siorpaes; Diana Trojaniello; Franco Zappa,Graph Theory and Algorithms; Parallel Computing and Optimization Techniques; Advanced Neural Network Applications,https://arxiv.org/abs/2505.15622,https://openalex.org/W4415329310,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2505.05375,2505.05375,Threshold Modulation for Online Test-Time Adaptation of Spiking Neural Networks,"Recently, spiking neural networks (SNNs), deployed on neuromorphic chips, provide highly efficient solutions on edge devices in different scenarios. However, their ability to adapt to distribution shifts after deployment has become a crucial challenge. Online test-time adaptation (OTTA) offers a promising solution by enabling models to dynamically adjust to new data distributions without requiring source data or labeled target samples. Nevertheless, existing OTTA methods are largely designed for traditional artificial neural networks and are not well-suited for SNNs. To address this gap, we propose a low-power, neuromorphic chip-friendly online test-time adaptation framework, aiming to enhance model generalization under distribution shifts. The proposed approach is called Threshold Modulation (TM), which dynamically adjusts the firing threshold through neuronal dynamics-inspired normalization, being more compatible with neuromorphic hardware. Experimental results on benchmark datasets demonstrate the effectiveness of this method in improving the robustness of SNNs against distribution shifts while maintaining low computational cost. The proposed method offers a practical solution for online test-time adaptation of SNNs, providing inspiration for the design of future neuromorphic chips. The demo code is available at github.com/NneurotransmitterR/TM-OTTA-SNN.",2025-06-30,2026-08-26T07:47:46.906454,Kejie Zhao; Wenjia Hua; Aiersi Tuerhong; Luziwei Leng; Yuxin Ma; Qinghai Guo,Advanced Memory and Neural Computing; Neural Networks and Reservoir Computing; Ferroelectric and Negative Capacitance Devices,https://arxiv.org/abs/2505.05375,https://openalex.org/W4416250666,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2504.20074,2504.20074,EPSILON: Adaptive Fault Mitigation in Approximate Deep Neural Network using Statistical Signatures,"The increasing adoption of approximate computing in deep neural network accelerators (AxDNNs) promises significant energy efficiency gains. However, permanent faults in AxDNNs can severely degrade their performance compared to their accurate counterparts (AccDNNs). Traditional fault detection and mitigation approaches, while effective for AccDNNs, introduce substantial overhead and latency, making them impractical for energy-constrained real-time deployment. To address this, we introduce EPSILON, a lightweight framework that leverages pre-computed statistical signatures and layer-wise importance metrics for efficient fault detection and mitigation in AxDNNs. Our framework introduces a novel non-parametric pattern-matching algorithm that enables constant-time fault detection without interrupting normal execution while dynamically adapting to different network architectures and fault patterns. EPSILON maintains model accuracy by intelligently adjusting mitigation strategies based on a statistical analysis of weight distribution and layer criticality while preserving the energy benefits of approximate computing. Extensive evaluations across various approximate multipliers, AxDNN architectures, popular datasets (MNIST, CIFAR-10, CIFAR-100, ImageNet-1k), and fault scenarios demonstrate that EPSILON maintains 80.05% accuracy while offering 22% improvement in inference time and 28% improvement in energy efficiency, establishing EPSILON as a practical solution for deploying reliable AxDNNs in safety-critical edge applications.",2025-06-30,2026-08-26T07:47:46.906454,Khurram Khalil; Khaza Anuarul Hoque,Advanced Neural Network Applications; Ferroelectric and Negative Capacitance Devices; Machine Learning and ELM,https://arxiv.org/abs/2504.20074,https://openalex.org/W4416252152,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2506.23640,2506.23640,Geminet: Learning the Duality-based Iterative Process for Lightweight Traffic Engineering in Changing Topologies,"Recently, researchers have explored ML-based Traffic Engineering (TE), leveraging neural networks to solve TE problems traditionally addressed by optimization. However, existing ML-based TE schemes remain impractical: they either fail to handle topology changes or suffer from poor scalability due to excessive computational and memory overhead. To overcome these limitations, we propose Geminet, a lightweight and scalable ML-based TE framework that can handle changing topologies. Geminet is built upon two key insights: (i) a methodology that decouples neural networks from topology by learning an iterative gradient-descent-based adjustment process, as the update rule of gradient descent is topology-agnostic, relying only on a few gradient-related quantities; (ii) shifting optimization from path-level routing weights to edge-level dual variables, reducing memory consumption by leveraging the fact that edges are far fewer than paths. Evaluations on WAN and data center datasets show that Geminet significantly improves scalability. Its neural network size is only 0.04% to 7% of existing schemes, while handling topology variations as effectively as HARP, a state-of-the-art ML-based TE approach, without performance degradation. When trained on large-scale topologies, Geminet consumes under 10 GiB of memory, more than eight times less than the 80-plus GiB required by HARP, while achieving 5.45 times faster convergence speed, demonstrating its potential for large-scale deployment.",2025-06-30,2026-08-26T07:47:46.906454,"Xinghua Li; Liu, Zhuoran; Mao, Yingming; Li, Yatao; Shizhen Zhao; Xinbing Wang",Software-Defined Networks and 5G; Network Traffic and Congestion Control; Advanced Optical Network Technologies,https://arxiv.org/abs/2506.23640,https://openalex.org/W4416517645,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2506.23906,2506.23906,Segmented Operations using Matrix Multiplications,"Specialized computational units that perform small matrix multiplications as primitive operations are typically present in modern AI accelerators. However, these Matrix Multiplication Units (MMUs) are often underutilized for many fundamental deep learning operations besides dense matrix multiplications. Coincidentally, the lack of a rigorous theoretical model of computation for such architectures obstructs algorithmic design. In this work, we propose MMV-RAM, a computational model which judiciously extends the Vector-RAM model with an additional MMU. We provide a detailed theoretical analysis and carefully balance the computational power between the matrix and vector units, guided by the circuit complexity lower bound that parity is not in AC{[0]}. Given MMV-RAM, we proceed to algorithm design, starting with two fundamental parallel operations: segmented scan and sum. By expressing them as compositions of elementary parallel primitives (e.g., seg. sum reduces to: scan, compress, and vector differentiation), we can exploit MMUs to perform speculative blocked computations, ultimately leading to provable theoretical speed-ups against vector-only approaches. These results extend to other ubiquitous AI kernels, including dense matrix product, and sparse matrix-vector product. As a case study, we implemented the proposed algorithms on the Ascend 910B AI accelerator, which contains matrix and vector cores. We evaluate these implementations on synthetic and real-world datasets from various applications, including Large Language Models.",2025-06-30,2026-08-26T07:47:46.906454,Aleksandros Sobczyk; Giuseppe Sorrentino; Anastasios Zouzias,Parallel Computing and Optimization Techniques; Ferroelectric and Negative Capacitance Devices; Graph Theory and Algorithms,https://arxiv.org/abs/2506.23906,https://openalex.org/W4416523940,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2506.22714,2506.22714,Libra: Unleashing GPU Heterogeneity for High-Performance Sparse Matrix Multiplication,"Sparse matrix multiplication operators (i.e., SpMM and SDDMM) are widely used in deep learning and scientific computing. Modern accelerators are commonly equipped with Tensor Core Units (TCUs) and CUDA cores to accelerate sparse operators. The former excels at structured matrix computations, whereas the latter offers greater programming flexibility. However, how to combine these two resources to maximize sparse-operator performance remains unclear. In this work, we first identify the source of performance gains in hybrid computation and systematically analyze their complementary strengths. Motivated by this, we propose Libra, a holistic framework that efficiently leverages heterogeneous computing resources to accelerate both SpMM and SDDMM operators. Specifically, Libra introduces a 2D-aware (locality and utilization) workload distribution method to precisely identify the optimal task mapping, simultaneously leveraging the data reuse capabilities of TCUs and the flexibility of CUDA cores to minimize computational redundancy. Libra further incorporates hybrid load balancing, occupancy-aware task scheduling, and efficient kernel implementations to maximize execution efficiency. Extensive experiments on H100 and RTX 4090 GPUs demonstrate that Libra surpasses all the 12 up-to-date baselines significantly, e.g., on average 1.77x speedup over FlashSparse, 1.73x over RoDe, and 2.9x over DGL for end-to-end GNN applications. Libra opens up a new perspective for sparse operator acceleration by fully unleashing the power of heterogeneous GPU resources.",2025-06-28,2026-08-26T07:47:46.906454,Jinliang Shi; Shigang Li; Y. C. Xu; Xueying Wang; Rongtian Fu; Zhi Ma; Tong Wu,Parallel Computing and Optimization Techniques; Graph Theory and Algorithms; Ferroelectric and Negative Capacitance Devices,https://arxiv.org/abs/2506.22714,https://openalex.org/W4416506161,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2604.12079,2604.12079,Robust Reasoning and Learning with Brain-Inspired Representations under Hardware-Induced Nonlinearities,"Traditional machine learning depends on high-precision arithmetic and near-ideal hardware assumptions, which is increasingly challenged by variability in aggressively scaled semiconductor devices. Compute-in-memory (CIM) architectures alleviate data-movement bottlenecks and improve energy efficiency yet introduce nonlinear distortions and reliability concerns. We address these issues with a hardware-aware optimization framework based on Hyperdimensional Computing (HDC), systematically compensating for non-ideal similarity computations in CIM. Our approach formulates encoding as an optimization problem, minimizing the Frobenius norm between an ideal kernel and its hardware-constrained counterpart, and employs a joint optimization strategy for end-to-end calibration of hypervector representations. Experimental results demonstrate that our method when applied to QuantHD achieves 84\% accuracy under severe hardware-induced perturbations, a 48\% increase over naive QuantHD under the same conditions. Additionally, our optimization is vital for graph-based HDC reliant on precise variable-binding for interpretable reasoning. Our framework preserves the accuracy of RelHD on the Cora dataset, achieving a 5.4$\times$ accuracy improvement over naive RelHD under nonlinear environments. By preserving HDC's robustness and symbolic properties, our solution enables scalable, energy-efficient intelligent systems capable of classification and reasoning on emerging CIM hardware.",2025-06-27,2026-08-26T07:47:46.906454,William Y. Chung; Hamza Errahmouni Barkam; Tamoghno Das; Mohsen Imani,Ferroelectric and Negative Capacitance Devices; Advanced Memory and Neural Computing; Neural Networks and Applications,https://arxiv.org/abs/2604.12079,https://openalex.org/W4411713464,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2506.21872,2506.21872,A Survey of Continual Reinforcement Learning,"Reinforcement Learning (RL) is an important machine learning paradigm for solving sequential decision-making problems. Recent years have witnessed remarkable progress in this field due to the rapid development of deep neural networks. However, the success of RL currently relies on extensive training data and computational resources. In addition, RL's limited ability to generalize across tasks restricts its applicability in dynamic and real-world environments. With the arisen of Continual Learning (CL), Continual Reinforcement Learning (CRL) has emerged as a promising research direction to address these limitations by enabling agents to learn continuously, adapt to new tasks, and retain previously acquired knowledge. In this survey, we provide a comprehensive examination of CRL, focusing on its core concepts, challenges, and methodologies. Firstly, we conduct a detailed review of existing works, organizing and analyzing their metrics, tasks, benchmarks, and scenario settings. Secondly, we propose a new taxonomy of CRL methods, categorizing them into four types from the perspective of knowledge storage and/or transfer. Finally, our analysis highlights the unique challenges of CRL and provides practical insights into future directions.",2025-06-27,2026-08-26T07:47:46.906454,Chaofan Pan; Xin Yang; Yanhua Li; Wei Wei; Tianrui Li; Bo An; Jiye Liang,Reinforcement Learning in Robotics; Domain Adaptation and Few-Shot Learning; Explainable Artificial Intelligence (XAI),https://arxiv.org/abs/2506.21872,https://openalex.org/W4416260415,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2403.09026,2403.09026,FlexNPU: a dataflow-aware flexible deep learning accelerator for energy-efficient edge devices,"This paper introduces FlexNPU, a Flex ible N eural P rocessing U nit, which adopts agile design principles to enable versatile dataflows, enhancing energy efficiency. Unlike conventional convolutional neural network accelerator architectures that adhere to fixed dataflows (such as input, weight, output, or row stationary) to transfer activations and weights between storage and compute units, our design revolutionizes by enabling adaptable dataflows of any type through configurable software descriptors. Considering that data movement costs considerably outweigh compute costs from an energy perspective, the flexibility in dataflow allows us to optimize the movement per layer for minimal data transfer and energy consumption, a capability unattainable in fixed dataflow architectures. To further enhance throughput and reduce energy consumption in the FlexNPU architecture, we propose a novel sparsity-based acceleration logic that utilizes fine-grained sparsity in both the activation and weight tensors to bypass redundant computations, thus optimizing the convolution engine within the hardware accelerator. Extensive experimental results underscore a significant improvement in the performance and energy efficiency of FlexNPU compared to existing DNN accelerators.",2025-06-26,2026-09-08T07:41:39.490200,Arnab Raha; Deepak A. Mathaikutty; Shamik Kundu; Soumendu Kumar Ghosh,Parallel Computing and Optimization Techniques; Advanced Memory and Neural Computing; CCD and CMOS Imaging Sensors,https://arxiv.org/abs/2403.09026,https://openalex.org/W4392867133,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
2501.08966,2501.08966,Reconstructing time-of-flight detector values of angular streaking using machine learning,"Angular streaking experiments enable for experimentation in the attosecond regions. However, the deployed time-of-flight (TOF) detectors are susceptible to noise and failure. These shortcomings make the outputs of the TOF detectors hard to understand for humans and further processing, such as, for example, the extraction of beam properties. In this article, we present an approach to remove high noise levels and reconstruct up to three failed TOF detectors from an arrangement of 16 TOF detectors. Due to its fast evaluation time, the presented method is applicable online during a running experiment. It is trained with simulation data, and we show the results of denoising and reconstruction of our method on real-world experiment data.",2025-06-26,2026-08-29T07:29:34.045763,David Meier; Jens Viefhaus; Gregor Hartmann; Wolfram Helml; Thorsten Otto; Bernhard Sick,Advanced Optical Sensing Technologies; Target Tracking and Data Fusion in Sensor Networks; Remote Sensing and LiDAR Applications,https://arxiv.org/abs/2501.08966,https://openalex.org/W4406486126,OpenAlex,2026-09-13T06:30:16.631164+00:00,2025 상반기
